index,ts_code,symbol,name,area,industry,fullname,market,exchange,list_date,is_hs
515,001872.SZ,001872,招商港口,深圳,港口,招商局港口集团股份有限公司,主板,SZSE,19930505,S
516,001896.SZ,001896,豫能控股,河南,火力发电,河南豫能控股股份有限公司,主板,SZSE,19980122,S
517,001914.SZ,001914,招商积余,深圳,房产服务,招商局积余产业运营服务股份有限公司,主板,SZSE,19940928,S
518,001965.SZ,001965,招商公路,天津,路桥,招商局公路网络科技控股股份有限公司,主板,SZSE,20171225,S
519,001979.SZ,001979,招商蛇口,深圳,全国地产,招商局蛇口工业区控股股份有限公司,主板,SZSE,20151230,S
520,002001.SZ,002001,新和成,浙江,化学制药,浙江新和成股份有限公司,主板,SZSE,20040625,S
521,002002.SZ,002002,鸿达兴业,江苏,化工原料,鸿达兴业股份有限公司,主板,SZSE,20040625,S
522,002003.SZ,002003,伟星股份,浙江,服饰,浙江伟星实业发展股份有限公司,主板,SZSE,20040625,S
523,002004.SZ,002004,华邦健康,重庆,农药化肥,华邦生命健康股份有限公司,主板,SZSE,20040625,S
524,002005.SZ,002005,ST德豪,安徽,家用电器,安徽德豪润达电气股份有限公司,主板,SZSE,20040625,N
525,002006.SZ,002006,精工科技,浙江,专用机械,浙江精工集成科技股份有限公司,主板,SZSE,20040625,S
526,002007.SZ,002007,华兰生物,河南,生物制药,华兰生物工程股份有限公司,主板,SZSE,20040625,S
527,002008.SZ,002008,大族激光,深圳,专用机械,大族激光科技产业集团股份有限公司,主板,SZSE,20040625,S
528,002009.SZ,002009,天奇股份,江苏,工程机械,天奇自动化工程股份有限公司,主板,SZSE,20040629,S
529,002010.SZ,002010,传化智联,浙江,仓储物流,传化智联股份有限公司,主板,SZSE,20040629,S
530,002011.SZ,002011,盾安环境,浙江,家用电器,浙江盾安人工环境股份有限公司,主板,SZSE,20040705,S
531,002012.SZ,002012,凯恩股份,浙江,造纸,浙江凯恩特种材料股份有限公司,主板,SZSE,20040705,N
532,002014.SZ,002014,永新股份,安徽,塑料,黄山永新股份有限公司,主板,SZSE,20040708,S
533,002015.SZ,002015,协鑫能科,江苏,新型电力,协鑫能源科技股份有限公司,主板,SZSE,20040708,S
534,002016.SZ,002016,世荣兆业,广东,区域地产,广东世荣兆业股份有限公司,主板,SZSE,20040708,S
535,002017.SZ,002017,东信和平,广东,通信设备,东信和平科技股份有限公司,主板,SZSE,20040713,S
536,002019.SZ,002019,亿帆医药,浙江,化学制药,亿帆医药股份有限公司,主板,SZSE,20040713,S
537,002020.SZ,002020,京新药业,浙江,化学制药,浙江京新药业股份有限公司,主板,SZSE,20040715,S
538,002021.SZ,002021,*ST中捷,浙江,纺织机械,中捷资源投资股份有限公司,主板,SZSE,20040715,N
539,002022.SZ,002022,科华生物,上海,医疗保健,上海科华生物工程股份有限公司,主板,SZSE,20040721,S
540,002023.SZ,002023,海特高新,四川,航空,四川海特高新技术股份有限公司,主板,SZSE,20040721,S
541,002024.SZ,002024,ST易购,江苏,电器连锁,苏宁易购集团股份有限公司,主板,SZSE,20040721,N
542,002025.SZ,002025,航天电器,贵州,元器件,贵州航天电器股份有限公司,主板,SZSE,20040726,S
543,002026.SZ,002026,山东威达,山东,机械基件,山东威达机械股份有限公司,主板,SZSE,20040727,N
544,002027.SZ,002027,分众传媒,广东,广告包装,分众传媒信息技术股份有限公司,主板,SZSE,20040804,S
545,002028.SZ,002028,思源电气,上海,电气设备,思源电气股份有限公司,主板,SZSE,20040805,S
546,002029.SZ,002029,七匹狼,福建,服饰,福建七匹狼实业股份有限公司,主板,SZSE,20040806,N
547,002030.SZ,002030,达安基因,广东,医疗保健,广州达安基因股份有限公司,主板,SZSE,20040809,S
548,002031.SZ,002031,巨轮智能,广东,汽车配件,巨轮智能装备股份有限公司,主板,SZSE,20040816,S
549,002032.SZ,002032,苏泊尔,浙江,家用电器,浙江苏泊尔股份有限公司,主板,SZSE,20040817,S
550,002033.SZ,002033,丽江股份,云南,旅游景点,丽江玉龙旅游股份有限公司,主板,SZSE,20040825,S
551,002034.SZ,002034,旺能环境,浙江,环境保护,旺能环境股份有限公司,主板,SZSE,20040826,S
552,002035.SZ,002035,华帝股份,广东,家用电器,华帝股份有限公司,主板,SZSE,20040901,S
553,002036.SZ,002036,联创电子,江西,元器件,联创电子科技股份有限公司,主板,SZSE,20040903,S
554,002037.SZ,002037,保利联合,贵州,化工原料,保利联合化工控股集团股份有限公司,主板,SZSE,20040908,S
555,002038.SZ,002038,双鹭药业,北京,生物制药,北京双鹭药业股份有限公司,主板,SZSE,20040909,S
556,002039.SZ,002039,黔源电力,贵州,水力发电,贵州黔源电力股份有限公司,主板,SZSE,20050303,S
557,002040.SZ,002040,南京港,江苏,港口,南京港股份有限公司,主板,SZSE,20050325,N
558,002041.SZ,002041,登海种业,山东,种植业,山东登海种业股份有限公司,主板,SZSE,20050418,S
559,002042.SZ,002042,华孚时尚,安徽,纺织,华孚时尚股份有限公司,主板,SZSE,20050427,S
560,002043.SZ,002043,兔宝宝,浙江,其他建材,德华兔宝宝装饰新材股份有限公司,主板,SZSE,20050510,S
561,002044.SZ,002044,美年健康,江苏,医疗保健,美年大健康产业控股股份有限公司,主板,SZSE,20050518,S
562,002045.SZ,002045,国光电器,广东,元器件,国光电器股份有限公司,主板,SZSE,20050523,S
563,002046.SZ,002046,国机精工,河南,机械基件,国机精工股份有限公司,主板,SZSE,20050526,S
564,002047.SZ,002047,宝鹰股份,深圳,装修装饰,深圳市宝鹰建设控股集团股份有限公司,主板,SZSE,20050531,S
565,002048.SZ,002048,宁波华翔,浙江,汽车配件,宁波华翔电子股份有限公司,主板,SZSE,20050603,S
566,002049.SZ,002049,紫光国微,河北,半导体,紫光国芯微电子股份有限公司,主板,SZSE,20050606,S
567,002050.SZ,002050,三花智控,浙江,家用电器,浙江三花智能控制股份有限公司,主板,SZSE,20050607,S
568,002051.SZ,002051,中工国际,北京,建筑工程,中工国际工程股份有限公司,主板,SZSE,20060619,S
569,002052.SZ,002052,ST同洲,深圳,电气设备,深圳市同洲电子股份有限公司,主板,SZSE,20060627,N
570,002053.SZ,002053,云南能投,云南,食品,云南能源投资股份有限公司,主板,SZSE,20060627,S
571,002054.SZ,002054,德美化工,广东,染料涂料,广东德美精细化工集团股份有限公司,主板,SZSE,20060725,N
572,002055.SZ,002055,得润电子,深圳,元器件,深圳市得润电子股份有限公司,主板,SZSE,20060725,S
573,002056.SZ,002056,横店东磁,浙江,矿物制品,横店集团东磁股份有限公司,主板,SZSE,20060802,S
574,002057.SZ,002057,中钢天源,安徽,矿物制品,中钢天源股份有限公司,主板,SZSE,20060802,S
575,002058.SZ,002058,威尔泰,上海,电器仪表,上海威尔泰工业自动化股份有限公司,主板,SZSE,20060802,N
576,002059.SZ,002059,云南旅游,云南,旅游景点,云南旅游股份有限公司,主板,SZSE,20060810,S
577,002060.SZ,002060,粤水电,广东,建筑工程,广东水电二局股份有限公司,主板,SZSE,20060810,S
578,002061.SZ,002061,浙江交科,浙江,建筑工程,浙江交通科技股份有限公司,主板,SZSE,20060816,S
579,002062.SZ,002062,宏润建设,浙江,建筑工程,宏润建设集团股份有限公司,主板,SZSE,20060816,S
580,002063.SZ,002063,远光软件,广东,软件服务,远光软件股份有限公司,主板,SZSE,20060823,S
581,002064.SZ,002064,华峰化学,浙江,化纤,华峰化学股份有限公司,主板,SZSE,20060823,S
582,002065.SZ,002065,东华软件,北京,软件服务,东华软件股份公司,主板,SZSE,20060823,S
583,002066.SZ,002066,瑞泰科技,北京,其他建材,瑞泰科技股份有限公司,主板,SZSE,20060823,N
584,002067.SZ,002067,景兴纸业,浙江,造纸,浙江景兴纸业股份有限公司,主板,SZSE,20060915,N
585,002068.SZ,002068,黑猫股份,江西,化工原料,江西黑猫炭黑股份有限公司,主板,SZSE,20060915,S
586,002069.SZ,002069,獐子岛,辽宁,渔业,獐子岛集团股份有限公司,主板,SZSE,20060928,N
587,002072.SZ,002072,凯瑞德,湖北,商贸代理,凯瑞德控股股份有限公司,主板,SZSE,20061018,N
588,002073.SZ,002073,软控股份,山东,专用机械,软控股份有限公司,主板,SZSE,20061018,S
589,002074.SZ,002074,国轩高科,安徽,电气设备,国轩高科股份有限公司,主板,SZSE,20061018,S
590,002075.SZ,002075,沙钢股份,江苏,特种钢,江苏沙钢股份有限公司,主板,SZSE,20061025,S
591,002076.SZ,002076,星光股份,广东,家用电器,广东星光发展股份有限公司,主板,SZSE,20061025,N
592,002077.SZ,002077,大港股份,江苏,半导体,江苏大港股份有限公司,主板,SZSE,20061116,S
593,002078.SZ,002078,太阳纸业,山东,造纸,山东太阳纸业股份有限公司,主板,SZSE,20061116,S
594,002079.SZ,002079,苏州固锝,江苏,半导体,苏州固锝电子股份有限公司,主板,SZSE,20061116,S
595,002080.SZ,002080,中材科技,江苏,玻璃,中材科技股份有限公司,主板,SZSE,20061120,S
596,002081.SZ,002081,金螳螂,江苏,装修装饰,苏州金螳螂建筑装饰股份有限公司,主板,SZSE,20061120,S
597,002082.SZ,002082,万邦德,浙江,中成药,万邦德医药控股集团股份有限公司,主板,SZSE,20061120,S
598,002083.SZ,002083,孚日股份,山东,纺织,孚日集团股份有限公司,主板,SZSE,20061124,N
599,002084.SZ,002084,海鸥住工,广东,家居用品,广州海鸥住宅工业股份有限公司,主板,SZSE,20061124,N
600,002085.SZ,002085,万丰奥威,浙江,汽车配件,浙江万丰奥威汽轮股份有限公司,主板,SZSE,20061128,S
601,002086.SZ,002086,*ST东洋,山东,医疗保健,山东东方海洋科技股份有限公司,主板,SZSE,20061128,N
602,002087.SZ,002087,*ST新纺,河南,纺织,河南新野纺织股份有限公司,主板,SZSE,20061130,N
603,002088.SZ,002088,鲁阳节能,山东,矿物制品,山东鲁阳节能材料股份有限公司,主板,SZSE,20061130,S
604,002089.SZ,002089,*ST新海,江苏,通信设备,新海宜科技集团股份有限公司,主板,SZSE,20061130,N
605,002090.SZ,002090,金智科技,江苏,软件服务,江苏金智科技股份有限公司,主板,SZSE,20061208,S
606,002091.SZ,002091,江苏国泰,江苏,商贸代理,江苏国泰国际集团股份有限公司,主板,SZSE,20061208,S
607,002092.SZ,002092,中泰化学,新疆,化工原料,新疆中泰化学股份有限公司,主板,SZSE,20061208,S
608,002093.SZ,002093,国脉科技,福建,通信设备,国脉科技股份有限公司,主板,SZSE,20061215,S
609,002094.SZ,002094,青岛金王,山东,日用化工,青岛金王应用化学股份有限公司,主板,SZSE,20061215,N
610,002095.SZ,002095,生意宝,浙江,互联网,浙江网盛生意宝股份有限公司,主板,SZSE,20061215,S
611,002096.SZ,002096,易普力,湖南,化工原料,易普力股份有限公司,主板,SZSE,20061222,S
612,002097.SZ,002097,山河智能,湖南,工程机械,山河智能装备股份有限公司,主板,SZSE,20061222,S
613,002098.SZ,002098,浔兴股份,福建,服饰,福建浔兴拉链科技股份有限公司,主板,SZSE,20061222,N
614,002099.SZ,002099,海翔药业,浙江,化学制药,浙江海翔药业股份有限公司,主板,SZSE,20061226,S
615,002100.SZ,002100,天康生物,新疆,饲料,天康生物股份有限公司,主板,SZSE,20061226,S
616,002101.SZ,002101,广东鸿图,广东,汽车配件,广东鸿图科技股份有限公司,主板,SZSE,20061229,S
617,002102.SZ,002102,冠福股份,福建,化学制药,冠福控股股份有限公司,主板,SZSE,20061229,S
618,002103.SZ,002103,广博股份,浙江,文教休闲,广博集团股份有限公司,主板,SZSE,20070110,N
619,002104.SZ,002104,恒宝股份,江苏,通信设备,恒宝股份有限公司,主板,SZSE,20070110,S
620,002105.SZ,002105,信隆健康,深圳,摩托车,深圳信隆健康产业发展股份有限公司,主板,SZSE,20070112,N
621,002106.SZ,002106,莱宝高科,深圳,元器件,深圳莱宝高科技股份有限公司,主板,SZSE,20070112,S
622,002107.SZ,002107,沃华医药,山东,中成药,山东沃华医药科技股份有限公司,主板,SZSE,20070124,N
623,002108.SZ,002108,沧州明珠,河北,塑料,沧州明珠塑料股份有限公司,主板,SZSE,20070124,S
624,002109.SZ,002109,兴化股份,陕西,化工原料,陕西兴化化学股份有限公司,主板,SZSE,20070126,S
625,002110.SZ,002110,三钢闽光,福建,普钢,福建三钢闽光股份有限公司,主板,SZSE,20070126,S
626,002111.SZ,002111,威海广泰,山东,航空,威海广泰空港设备股份有限公司,主板,SZSE,20070126,S
627,002112.SZ,002112,三变科技,浙江,电气设备,三变科技股份有限公司,主板,SZSE,20070208,N
628,002113.SZ,002113,*ST天润,湖南,互联网,湖南天润数字娱乐文化传媒股份有限公司,主板,SZSE,20070208,N
629,002114.SZ,002114,罗平锌电,云南,铅锌,云南罗平锌电股份有限公司,主板,SZSE,20070215,N
630,002115.SZ,002115,三维通信,浙江,互联网,三维通信股份有限公司,主板,SZSE,20070215,N
631,002116.SZ,002116,中国海诚,上海,建筑工程,中国海诚工程科技股份有限公司,主板,SZSE,20070215,N
632,002117.SZ,002117,东港股份,山东,广告包装,东港股份有限公司,主板,SZSE,20070302,N
633,002118.SZ,002118,*ST紫鑫,吉林,中成药,吉林紫鑫药业股份有限公司,主板,SZSE,20070302,N
634,002119.SZ,002119,康强电子,浙江,半导体,宁波康强电子股份有限公司,主板,SZSE,20070302,N
635,002120.SZ,002120,韵达股份,浙江,仓储物流,韵达控股股份有限公司,主板,SZSE,20070306,S
636,002121.SZ,002121,科陆电子,深圳,电器仪表,深圳市科陆电子科技股份有限公司,主板,SZSE,20070306,S
637,002122.SZ,002122,汇洲智能,浙江,机械基件,汇洲智能技术集团股份有限公司,主板,SZSE,20070328,S
638,002123.SZ,002123,梦网科技,辽宁,互联网,梦网云科技集团股份有限公司,主板,SZSE,20070328,S
639,002124.SZ,002124,天邦食品,浙江,农业综合,天邦食品股份有限公司,主板,SZSE,20070403,S
640,002125.SZ,002125,湘潭电化,湖南,化工原料,湘潭电化科技股份有限公司,主板,SZSE,20070403,S
641,002126.SZ,002126,银轮股份,浙江,汽车配件,浙江银轮机械股份有限公司,主板,SZSE,20070418,S
642,002127.SZ,002127,南极电商,江苏,互联网,南极电商股份有限公司,主板,SZSE,20070418,S
643,002128.SZ,002128,电投能源,内蒙,铝,内蒙古电投能源股份有限公司,主板,SZSE,20070418,S
644,002129.SZ,002129,TCL中环,天津,电气设备,TCL中环新能源科技股份有限公司,主板,SZSE,20070420,S
645,002130.SZ,002130,沃尔核材,深圳,电气设备,深圳市沃尔核材股份有限公司,主板,SZSE,20070420,S
646,002131.SZ,002131,利欧股份,浙江,互联网,利欧集团股份有限公司,主板,SZSE,20070427,S
647,002132.SZ,002132,恒星科技,河南,钢加工,河南恒星科技股份有限公司,主板,SZSE,20070427,S
648,002133.SZ,002133,广宇集团,浙江,全国地产,广宇集团股份有限公司,主板,SZSE,20070427,N
649,002134.SZ,002134,天津普林,天津,元器件,天津普林电路股份有限公司,主板,SZSE,20070516,N
650,002135.SZ,002135,东南网架,浙江,钢加工,浙江东南网架股份有限公司,主板,SZSE,20070530,S
651,002136.SZ,002136,安纳达,安徽,化工原料,安徽安纳达钛业股份有限公司,主板,SZSE,20070530,N
652,002137.SZ,002137,实益达,深圳,元器件,深圳市实益达科技股份有限公司,主板,SZSE,20070613,N
653,002138.SZ,002138,顺络电子,深圳,元器件,深圳顺络电子股份有限公司,主板,SZSE,20070613,S
654,002139.SZ,002139,拓邦股份,深圳,元器件,深圳拓邦股份有限公司,主板,SZSE,20070629,S
655,002140.SZ,002140,东华科技,安徽,建筑工程,东华工程科技股份有限公司,主板,SZSE,20070712,S
656,002141.SZ,002141,贤丰控股,广东,农业综合,贤丰控股股份有限公司,主板,SZSE,20070720,S
657,002142.SZ,002142,宁波银行,浙江,银行,宁波银行股份有限公司,主板,SZSE,20070719,S
658,002144.SZ,002144,宏达高科,浙江,纺织,宏达高科控股股份有限公司,主板,SZSE,20070803,N
659,002145.SZ,002145,中核钛白,甘肃,化工原料,中核华原钛白股份有限公司,主板,SZSE,20070803,S
660,002146.SZ,002146,荣盛发展,河北,全国地产,荣盛房地产发展股份有限公司,主板,SZSE,20070808,S
661,002148.SZ,002148,北纬科技,北京,互联网,北京北纬通信科技股份有限公司,主板,SZSE,20070810,N
662,002149.SZ,002149,西部材料,陕西,小金属,西部金属材料股份有限公司,主板,SZSE,20070810,S
663,002150.SZ,002150,通润装备,江苏,机械基件,江苏通润装备科技股份有限公司,主板,SZSE,20070810,S
664,002151.SZ,002151,北斗星通,北京,通信设备,北京北斗星通导航技术股份有限公司,主板,SZSE,20070813,S
665,002152.SZ,002152,广电运通,广东,IT设备,广州广电运通金融电子股份有限公司,主板,SZSE,20070813,S
666,002153.SZ,002153,石基信息,北京,软件服务,北京中长石基信息技术股份有限公司,主板,SZSE,20070813,S
667,002154.SZ,002154,报喜鸟,浙江,服饰,报喜鸟控股股份有限公司,主板,SZSE,20070816,S
668,002155.SZ,002155,湖南黄金,湖南,黄金,湖南黄金股份有限公司,主板,SZSE,20070816,S
669,002156.SZ,002156,通富微电,江苏,半导体,通富微电子股份有限公司,主板,SZSE,20070816,S
670,002157.SZ,002157,*ST正邦,江西,农业综合,江西正邦科技股份有限公司,主板,SZSE,20070817,N
671,002158.SZ,002158,汉钟精机,上海,工程机械,上海汉钟精机股份有限公司,主板,SZSE,20070817,S
672,002159.SZ,002159,三特索道,湖北,旅游服务,武汉三特索道集团股份有限公司,主板,SZSE,20070817,N
673,002160.SZ,002160,常铝股份,江苏,铝,江苏常铝铝业集团股份有限公司,主板,SZSE,20070821,N
674,002161.SZ,002161,远望谷,深圳,通信设备,深圳市远望谷信息技术股份有限公司,主板,SZSE,20070821,N
675,002162.SZ,002162,悦心健康,上海,陶瓷,上海悦心健康集团股份有限公司,主板,SZSE,20070823,N
676,002163.SZ,002163,海南发展,深圳,装修装饰,海控南海发展股份有限公司,主板,SZSE,20070823,S
677,002164.SZ,002164,宁波东力,浙江,机械基件,宁波东力股份有限公司,主板,SZSE,20070823,N
678,002165.SZ,002165,红宝丽,江苏,化工原料,红宝丽集团股份有限公司,主板,SZSE,20070913,N
679,002166.SZ,002166,莱茵生物,广西,中成药,桂林莱茵生物科技股份有限公司,主板,SZSE,20070913,S
680,002167.SZ,002167,东方锆业,广东,小金属,广东东方锆业科技股份有限公司,主板,SZSE,20070913,S
681,002168.SZ,002168,惠程科技,深圳,互联网,深圳市惠程信息科技股份有限公司,主板,SZSE,20070919,N
682,002169.SZ,002169,智光电气,广东,电气设备,广州智光电气股份有限公司,主板,SZSE,20070919,S
683,002170.SZ,002170,芭田股份,深圳,农药化肥,深圳市芭田生态工程股份有限公司,主板,SZSE,20070919,S
684,002171.SZ,002171,楚江新材,安徽,铜,安徽楚江科技新材料股份有限公司,主板,SZSE,20070921,S
685,002172.SZ,002172,澳洋健康,江苏,医疗保健,江苏澳洋健康产业股份有限公司,主板,SZSE,20070921,N
686,002173.SZ,002173,创新医疗,浙江,医疗保健,创新医疗管理股份有限公司,主板,SZSE,20070925,N
687,002174.SZ,002174,游族网络,福建,互联网,游族网络股份有限公司,主板,SZSE,20070925,S
688,002175.SZ,002175,东方智造,广西,电器仪表,广西东方智造科技股份有限公司,主板,SZSE,20071012,N
689,002176.SZ,002176,江特电机,江西,小金属,江西特种电机股份有限公司,主板,SZSE,20071012,S
690,002177.SZ,002177,御银股份,广东,其他商业,广州御银科技股份有限公司,主板,SZSE,20071101,N
691,002178.SZ,002178,延华智能,上海,软件服务,上海延华智能科技(集团)股份有限公司,主板,SZSE,20071101,N
692,002179.SZ,002179,中航光电,河南,元器件,中航光电科技股份有限公司,主板,SZSE,20071101,S
693,002180.SZ,002180,纳思达,广东,IT设备,纳思达股份有限公司,主板,SZSE,20071113,S
694,002181.SZ,002181,粤传媒,广东,出版业,广东广州日报传媒股份有限公司,主板,SZSE,20071116,S
695,002182.SZ,002182,云海金属,江苏,小金属,南京云海特种金属股份有限公司,主板,SZSE,20071113,S
696,002183.SZ,002183,怡亚通,深圳,仓储物流,深圳市怡亚通供应链股份有限公司,主板,SZSE,20071113,S
697,002184.SZ,002184,海得控制,上海,软件服务,上海海得控制系统股份有限公司,主板,SZSE,20071116,S
698,002185.SZ,002185,华天科技,甘肃,半导体,天水华天科技股份有限公司,主板,SZSE,20071120,S
699,002186.SZ,002186,全聚德,北京,酒店餐饮,中国全聚德(集团)股份有限公司,主板,SZSE,20071120,N
700,002187.SZ,002187,广百股份,广东,百货,广州市广百股份有限公司,主板,SZSE,20071122,S
701,002188.SZ,002188,中天服务,浙江,房产服务,中天服务股份有限公司,主板,SZSE,20071122,N
702,002189.SZ,002189,中光学,河南,元器件,中光学集团股份有限公司,主板,SZSE,20071203,N
703,002190.SZ,002190,成飞集成,四川,汽车配件,四川成飞集成科技股份有限公司,主板,SZSE,20071203,S
704,002191.SZ,002191,劲嘉股份,深圳,广告包装,深圳劲嘉集团股份有限公司,主板,SZSE,20071205,S
705,002192.SZ,002192,融捷股份,广东,小金属,融捷股份有限公司,主板,SZSE,20071205,S
706,002193.SZ,002193,如意集团,山东,纺织,山东如意毛纺服装集团股份有限公司,主板,SZSE,20071207,N
707,002194.SZ,002194,武汉凡谷,湖北,通信设备,武汉凡谷电子技术股份有限公司,主板,SZSE,20071207,S
708,002195.SZ,002195,二三四五,上海,软件服务,上海二三四五网络控股集团股份有限公司,主板,SZSE,20071212,S
709,002196.SZ,002196,方正电机,浙江,纺织机械,浙江方正电机股份有限公司,主板,SZSE,20071212,N
710,002197.SZ,002197,证通电子,深圳,IT设备,深圳市证通电子股份有限公司,主板,SZSE,20071218,S
711,002198.SZ,002198,嘉应制药,广东,中成药,广东嘉应制药股份有限公司,主板,SZSE,20071218,N
712,002199.SZ,002199,东晶电子,浙江,元器件,浙江东晶电子股份有限公司,主板,SZSE,20071221,N
713,002200.SZ,002200,ST交投,云南,建筑工程,云南交投生态科技股份有限公司,主板,SZSE,20071221,N
714,002201.SZ,002201,正威新材,江苏,玻璃,江苏正威新材料股份有限公司,主板,SZSE,20071226,S
715,002202.SZ,002202,金风科技,新疆,电气设备,金风科技股份有限公司,主板,SZSE,20071226,S
716,002203.SZ,002203,海亮股份,浙江,铜,浙江海亮股份有限公司,主板,SZSE,20080116,S
717,002204.SZ,002204,大连重工,辽宁,专用机械,大连华锐重工集团股份有限公司,主板,SZSE,20080116,S
718,002205.SZ,002205,国统股份,新疆,其他建材,新疆国统管道股份有限公司,主板,SZSE,20080123,N
719,002206.SZ,002206,海利得,浙江,化纤,浙江海利得新材料股份有限公司,主板,SZSE,20080123,S
720,002207.SZ,002207,准油股份,新疆,石油开采,新疆准东石油技术股份有限公司,主板,SZSE,20080128,N
721,002208.SZ,002208,合肥城建,安徽,区域地产,合肥城建发展股份有限公司,主板,SZSE,20080128,S
722,002209.SZ,002209,达意隆,广东,轻工机械,广州达意隆包装机械股份有限公司,主板,SZSE,20080130,N
723,002210.SZ,002210,飞马国际,深圳,环境保护,深圳市飞马国际供应链股份有限公司,主板,SZSE,20080130,S
724,002211.SZ,002211,宏达新材,上海,橡胶,上海宏达新材料股份有限公司,主板,SZSE,20080201,N
725,002212.SZ,002212,天融信,广东,软件服务,天融信科技集团股份有限公司,主板,SZSE,20080201,S
726,002213.SZ,002213,大为股份,深圳,半导体,深圳市大为创新科技股份有限公司,主板,SZSE,20080201,N
727,002214.SZ,002214,大立科技,浙江,电器仪表,浙江大立科技股份有限公司,主板,SZSE,20080218,S
728,002215.SZ,002215,诺普信,深圳,农药化肥,深圳诺普信作物科学股份有限公司,主板,SZSE,20080218,S
729,002216.SZ,002216,三全食品,河南,食品,三全食品股份有限公司,主板,SZSE,20080220,S
730,002217.SZ,002217,合力泰,福建,元器件,合力泰科技股份有限公司,主板,SZSE,20080220,S
731,002218.SZ,002218,拓日新能,深圳,电气设备,深圳市拓日新能源科技股份有限公司,主板,SZSE,20080228,S
732,002219.SZ,002219,新里程,甘肃,医疗保健,新里程健康科技集团股份有限公司,主板,SZSE,20080306,S
733,002221.SZ,002221,东华能源,江苏,石油贸易,东华能源股份有限公司,主板,SZSE,20080306,S
734,002222.SZ,002222,福晶科技,福建,元器件,福建福晶科技股份有限公司,主板,SZSE,20080319,S
735,002223.SZ,002223,鱼跃医疗,江苏,医疗保健,江苏鱼跃医疗设备股份有限公司,主板,SZSE,20080418,S
736,002224.SZ,002224,三力士,浙江,橡胶,三力士股份有限公司,主板,SZSE,20080425,N
737,002225.SZ,002225,濮耐股份,河南,其他建材,濮阳濮耐高温材料(集团)股份有限公司,主板,SZSE,20080425,N
738,002226.SZ,002226,江南化工,安徽,化工原料,安徽江南化工股份有限公司,主板,SZSE,20080506,S
739,002227.SZ,002227,奥特迅,深圳,电气设备,深圳奥特迅电力设备股份有限公司,主板,SZSE,20080506,N
740,002228.SZ,002228,合兴包装,福建,广告包装,厦门合兴包装印刷股份有限公司,主板,SZSE,20080508,N
741,002229.SZ,002229,鸿博股份,福建,广告包装,鸿博股份有限公司,主板,SZSE,20080508,S
742,002230.SZ,002230,科大讯飞,安徽,软件服务,科大讯飞股份有限公司,主板,SZSE,20080512,S
743,002231.SZ,002231,奥维通信,辽宁,通信设备,奥维通信股份有限公司,主板,SZSE,20080512,N
744,002232.SZ,002232,启明信息,吉林,软件服务,启明信息技术股份有限公司,主板,SZSE,20080509,S
745,002233.SZ,002233,塔牌集团,广东,水泥,广东塔牌集团股份有限公司,主板,SZSE,20080516,S
746,002234.SZ,002234,民和股份,山东,农业综合,山东民和牧业股份有限公司,主板,SZSE,20080516,S
747,002235.SZ,002235,安妮股份,福建,造纸,厦门安妮股份有限公司,主板,SZSE,20080516,N
748,002236.SZ,002236,大华股份,浙江,IT设备,浙江大华技术股份有限公司,主板,SZSE,20080520,S
749,002237.SZ,002237,恒邦股份,山东,黄金,山东恒邦冶炼股份有限公司,主板,SZSE,20080520,S
750,002238.SZ,002238,天威视讯,深圳,影视音像,深圳市天威视讯股份有限公司,主板,SZSE,20080526,S
751,002239.SZ,002239,奥特佳,江苏,汽车配件,奥特佳新能源科技股份有限公司,主板,SZSE,20080522,S
752,002240.SZ,002240,盛新锂能,四川,小金属,盛新锂能集团股份有限公司,主板,SZSE,20080523,S
753,002241.SZ,002241,歌尔股份,山东,元器件,歌尔股份有限公司,主板,SZSE,20080522,S
754,002242.SZ,002242,九阳股份,山东,家用电器,九阳股份有限公司,主板,SZSE,20080528,S
755,002243.SZ,002243,力合科创,深圳,塑料,深圳市力合科创股份有限公司,主板,SZSE,20080528,S
756,002244.SZ,002244,滨江集团,浙江,区域地产,杭州滨江房产集团股份有限公司,主板,SZSE,20080529,S
757,002245.SZ,002245,蔚蓝锂芯,江苏,电气设备,江苏蔚蓝锂芯股份有限公司,主板,SZSE,20080605,S
758,002246.SZ,002246,北化股份,四川,化工原料,北方化学工业股份有限公司,主板,SZSE,20080605,S
759,002247.SZ,002247,聚力文化,浙江,其他建材,浙江聚力文化发展股份有限公司,主板,SZSE,20080612,N
760,002248.SZ,002248,华东数控,山东,机床制造,威海华东数控股份有限公司,主板,SZSE,20080612,N
761,002249.SZ,002249,大洋电机,广东,电气设备,中山大洋电机股份有限公司,主板,SZSE,20080619,S
762,002250.SZ,002250,联化科技,浙江,化工原料,联化科技股份有限公司,主板,SZSE,20080619,S
763,002251.SZ,002251,步步高,湖南,超市连锁,步步高商业连锁股份有限公司,主板,SZSE,20080619,S
764,002252.SZ,002252,上海莱士,上海,生物制药,上海莱士血液制品股份有限公司,主板,SZSE,20080623,S
765,002253.SZ,002253,川大智胜,四川,软件服务,四川川大智胜软件股份有限公司,主板,SZSE,20080623,N
766,002254.SZ,002254,泰和新材,山东,化纤,泰和新材集团股份有限公司,主板,SZSE,20080625,S
767,002255.SZ,002255,海陆重工,江苏,专用机械,苏州海陆重工股份有限公司,主板,SZSE,20080625,N
