trade_date,open,close,high,low,volume,money
2019-04-30,3887.18,3913.21,3923.11,3885.15,11623337600.0,1.61665923924e+11
2019-05-06,3775.08,3684.62,3791.61,3647.14,19747288200.0,2.54115400089e+11
2019-05-07,3702.27,3720.67,3738.18,3671.83,13284765400.0,1.83659159181e+11
2019-05-08,3648.55,3667.46,3722.93,3642.5,11286735500.0,1.45058486354e+11
2019-05-09,3637.35,3599.7,3656.9,3584.82,10103739400.0,1.4182909576e+11
2019-05-10,3643.06,3730.45,3732.92,3589.29,14800384700.0,1.95067170793e+11
2019-05-13,3675.76,3668.73,3702.9,3658.0,10339186000.0,1.35053926707e+11
2019-05-14,3630.44,3645.15,3683.26,3630.44,10231346000.0,1.35262868908e+11
2019-05-15,3674.99,3727.09,3741.04,3674.99,11016176900.0,1.52534546781e+11
2019-05-16,3720.04,3743.96,3745.14,3707.9,11625827400.0,1.39851940057e+11
2019-05-17,3744.88,3648.76,3745.36,3637.58,12845324500.0,1.54092349652e+11
2019-05-20,3635.74,3617.79,3644.5,3583.83,10896347700.0,1.34194262584e+11
2019-05-21,3619.44,3666.78,3690.09,3610.68,11102292000.0,1.33071381089e+11
2019-05-22,3663.15,3649.38,3679.27,3634.75,9834612800.0,1.21775244163e+11
2019-05-23,3629.53,3583.96,3631.47,3578.11,9989778100.0,1.25611969477e+11
2019-05-24,3584.9,3593.91,3623.39,3580.79,8093404800.0,1.0133749638e+11
2019-05-27,3592.6,3637.2,3648.03,3556.26,10883087100.0,1.33399053908e+11
2019-05-28,3633.02,3672.26,3683.23,3627.79,11788624000.0,1.48966334657e+11
2019-05-29,3642.54,3663.91,3693.23,3637.35,9335544100.0,1.20002034237e+11
2019-05-30,3648.85,3641.18,3650.97,3612.62,9420256100.0,1.12864079305e+11
2019-05-31,3641.0,3629.79,3668.18,3627.54,8922226700.0,1.08264201339e+11
2019-06-03,3640.61,3632.01,3672.81,3613.13,10072318000.0,1.23902446407e+11
2019-06-04,3632.56,3598.47,3636.13,3584.46,8709709400.0,1.09467236536e+11
2019-06-05,3627.79,3597.11,3634.45,3593.95,8864202000.0,1.14634228239e+11
2019-06-06,3601.04,3564.68,3601.04,3557.02,8553440300.0,1.04367267724e+11
2019-06-10,3578.01,3610.74,3623.73,3568.28,9237506100.0,1.17346608912e+11
2019-06-11,3617.52,3719.28,3723.14,3617.52,14348280600.0,1.80899072311e+11
2019-06-12,3706.86,3691.1,3711.88,3683.94,11917885300.0,1.32296097905e+11
2019-06-13,3689.58,3685.39,3697.59,3654.27,9633171800.0,1.10459901918e+11
2019-06-14,3690.48,3654.88,3709.65,3650.91,10181700400.0,1.16584260575e+11
2019-06-17,3654.44,3654.82,3683.77,3645.5,7297667800.0,93092581297.8
2019-06-18,3661.13,3667.62,3675.65,3638.78,7069226600.0,89472839848.3
2019-06-19,3761.34,3715.94,3771.35,3715.13,12559571500.0,1.72574177792e+11
2019-06-20,3718.94,3828.52,3845.79,3717.19,16887207300.0,2.27726981966e+11
2019-06-21,3832.73,3833.94,3856.09,3817.31,15363515500.0,1.99961617616e+11
2019-06-24,3836.31,3841.27,3853.55,3819.77,10008462100.0,1.43644731704e+11
2019-06-25,3837.43,3801.31,3838.06,3755.01,12407591200.0,1.69358793347e+11
2019-06-26,3779.51,3794.33,3809.76,3771.72,8182028300.0,1.12106859022e+11
2019-06-27,3807.54,3834.82,3854.08,3805.83,10531635800.0,1.5648341819e+11
2019-06-28,3832.06,3825.59,3835.23,3803.05,8476613900.0,1.16512050674e+11
2019-07-01,3899.33,3935.81,3936.67,3886.91,15837034000.0,2.17470251111e+11
2019-07-02,3931.05,3937.17,3942.43,3918.94,13186349600.0,1.73997045122e+11
2019-07-03,3927.44,3893.53,3927.44,3878.84,11199260300.0,1.63145730935e+11
2019-07-04,3895.2,3873.1,3906.89,3854.69,9934225600.0,1.42669255177e+11
2019-07-05,3875.37,3893.2,3900.31,3857.93,7400652700.0,1.16236522103e+11
2019-07-08,3875.75,3802.79,3875.75,3775.03,10953908600.0,1.4719841938e+11
2019-07-09,3798.1,3793.13,3811.1,3774.76,7484273200.0,1.13147602951e+11
2019-07-10,3807.95,3786.74,3810.4,3774.23,7283394800.0,1.0135547703e+11
2019-07-11,3806.19,3785.22,3830.74,3774.41,7531196500.0,1.13674616215e+11
2019-07-12,3783.07,3808.73,3820.24,3774.52,7546596700.0,1.07007923971e+11
2019-07-15,3792.64,3824.19,3844.87,3745.85,10120522200.0,1.4249304661e+11
2019-07-16,3819.25,3806.84,3828.33,3799.87,8073095200.0,1.08449682784e+11
2019-07-17,3800.11,3804.64,3820.27,3787.9,9518388500.0,1.16766781138e+11
2019-07-18,3793.19,3768.4,3793.39,3768.0,8749644500.0,1.11669365488e+11
2019-07-19,3787.51,3807.96,3828.15,3787.51,8808614900.0,1.17797528166e+11
2019-07-22,3813.5,3781.68,3816.54,3765.44,9210137700.0,1.17810448146e+11
2019-07-23,3783.54,3789.91,3792.96,3768.76,7131334600.0,1.03866608769e+11
2019-07-24,3803.59,3819.83,3840.06,3803.57,9094068400.0,1.29940587223e+11
2019-07-25,3821.39,3851.07,3851.07,3812.95,9374041700.0,1.25899502555e+11
2019-07-26,3835.23,3858.57,3863.59,3832.52,8325930000.0,1.10929728704e+11
2019-07-29,3857.94,3854.27,3862.75,3842.43,8481437000.0,1.1167910884e+11
2019-07-30,3861.57,3870.32,3890.73,3861.57,9412395500.0,1.2048028002e+11
2019-07-31,3856.74,3835.36,3856.74,3830.09,8215115500.0,1.11083892777e+11
2019-08-01,3819.32,3803.47,3831.26,3791.55,8411418000.0,1.1764916385e+11
2019-08-02,3729.13,3747.44,3754.53,3720.06,10833589700.0,1.41874787569e+11
2019-08-05,3724.41,3675.69,3739.5,3675.69,10132598100.0,1.33061101376e+11
2019-08-06,3609.11,3636.33,3649.9,3575.86,12983387100.0,1.67267479639e+11
2019-08-07,3654.63,3621.43,3659.08,3621.43,8423871600.0,1.0866766803e+11
2019-08-08,3651.36,3669.29,3675.46,3646.94,8845770700.0,1.14981616121e+11
2019-08-09,3686.75,3633.53,3689.18,3628.12,8529558000.0,1.16355689959e+11
2019-08-12,3647.87,3699.1,3699.1,3643.32,8208305600.0,1.21129345184e+11
2019-08-13,3675.59,3665.75,3686.43,3658.01,7650030200.0,1.03764319441e+11
2019-08-14,3712.07,3682.4,3717.56,3680.61,9120259000.0,1.28301671073e+11
2019-08-15,3618.01,3694.0,3694.3,3612.11,8859883200.0,1.19241082583e+11
2019-08-16,3697.94,3710.54,3738.1,3687.08,8831916900.0,1.32696910341e+11
2019-08-19,3736.03,3791.09,3791.09,3720.69,13932701300.0,1.95448939476e+11
2019-08-20,3786.03,3787.73,3799.9,3778.73,10860208800.0,1.49115340695e+11
2019-08-21,3778.31,3781.76,3792.6,3775.45,8229988000.0,1.21688505095e+11
2019-08-22,3793.86,3793.51,3797.33,3771.2,8580779200.0,1.20708136081e+11
2019-08-23,3796.88,3820.86,3829.36,3788.03,8795458300.0,1.37802154001e+11
2019-08-26,3756.36,3765.91,3778.87,3753.16,9385926900.0,1.42350985497e+11
2019-08-27,3791.46,3816.95,3848.24,3790.87,12473147800.0,1.81748784078e+11
2019-08-28,3818.81,3802.58,3822.59,3790.14,8875081200.0,1.37667277244e+11
2019-08-29,3805.49,3790.19,3808.6,3774.4,8408338700.0,1.26475676638e+11
2019-08-30,3816.68,3799.59,3828.97,3778.92,9669515000.0,1.52408668676e+11
2019-09-02,3803.69,3848.32,3855.78,3799.82,11028934900.0,1.64994458613e+11
2019-09-03,3852.58,3853.61,3856.68,3833.76,9771463100.0,1.46270633848e+11
2019-09-04,3848.65,3886.0,3886.0,3846.42,12662861500.0,1.76839744819e+11
2019-09-05,3909.21,3925.32,3970.0,3909.21,18165623100.0,2.44681225481e+11
2019-09-06,3946.69,3948.51,3948.54,3922.34,12188237600.0,1.81718270031e+11
2019-09-09,3980.96,3972.95,3985.24,3954.88,14680975400.0,2.09545387191e+11
2019-09-10,3976.87,3959.27,3976.92,3938.74,13088938600.0,1.84494349874e+11
2019-09-11,3969.68,3930.1,3971.22,3922.95,13159487500.0,1.90165007512e+11
2019-09-12,3944.69,3972.38,3975.93,3933.44,11024127300.0,1.56750653138e+11
2019-09-16,3981.36,3957.72,3982.2,3943.37,11025980500.0,1.54736552348e+11
2019-09-17,3947.16,3891.22,3947.16,3879.49,11369431700.0,1.54899299888e+11
2019-09-18,3902.99,3910.08,3923.15,3902.51,8205615200.0,1.30159557672e+11
2019-09-19,3923.96,3924.38,3924.38,3897.07,8598423800.0,1.27421791159e+11
2019-09-20,3933.46,3935.65,3942.22,3921.41,10345595500.0,1.53162588495e+11
2019-09-23,3925.19,3890.66,3925.19,3868.21,9403622500.0,1.39223506453e+11
2019-09-24,3895.87,3901.08,3927.01,3886.14,8778323000.0,1.42341399679e+11
2019-09-25,3887.55,3870.98,3889.84,3867.23,8952083500.0,1.33224463638e+11
2019-09-26,3884.7,3841.14,3890.75,3840.25,10269830100.0,1.50806750013e+11
2019-09-27,3843.46,3852.65,3859.5,3832.25,7400394700.0,1.09130484004e+11
2019-09-30,3842.07,3814.53,3857.23,3813.55,6593131300.0,1.00487271138e+11
2019-10-08,3818.59,3837.68,3861.64,3818.59,7665786000.0,1.18365682514e+11
2019-10-09,3822.61,3843.24,3845.34,3805.07,7585451200.0,1.12406207028e+11
2019-10-10,3838.49,3874.64,3877.14,3829.43,7922269400.0,1.27474042852e+11
2019-10-11,3885.52,3911.73,3922.37,3868.84,9341257700.0,1.39817298256e+11
2019-10-14,3944.86,3953.24,3983.81,3934.73,12239361100.0,1.67857131154e+11
2019-10-15,3953.16,3936.25,3953.16,3928.15,8527394900.0,1.25117107011e+11
2019-10-16,3939.28,3922.69,3964.05,3919.02,8322970700.0,1.28558533503e+11
2019-10-17,3929.39,3925.22,3935.81,3913.92,6486374500.0,99991850408.9
2019-10-18,3935.42,3869.38,3940.54,3864.97,8232114000.0,1.2218692713e+11
2019-10-21,3865.34,3880.84,3884.74,3856.04,7418291800.0,1.10858235839e+11
2019-10-22,3896.31,3895.88,3897.44,3870.55,6891856600.0,1.02843371161e+11
2019-10-23,3892.68,3871.08,3901.42,3862.2,7019862500.0,99733598352.8
2019-10-24,3877.92,3870.67,3890.2,3852.58,7133457500.0,1.05096951646e+11
2019-10-25,3871.77,3896.79,3899.72,3849.03,7745362000.0,1.26677483957e+11
2019-10-28,3904.98,3926.59,3927.8,3897.82,9740602000.0,1.50762201736e+11
2019-10-29,3929.71,3910.23,3932.37,3910.23,8225707500.0,1.39611420266e+11
2019-10-30,3904.72,3891.23,3908.1,3883.45,7787292300.0,1.22610501731e+11
2019-10-31,3906.86,3886.75,3907.15,3878.88,8671453900.0,1.35012425538e+11
2019-11-01,3883.81,3952.39,3956.08,3876.42,10068961200.0,1.51471061323e+11
2019-11-04,3964.01,3978.12,3985.36,3964.01,10419385500.0,1.54485361812e+11
2019-11-05,3982.12,4002.81,4030.64,3970.87,11291188000.0,1.63317856089e+11
2019-11-06,4006.33,3984.88,4007.5,3973.78,9731295200.0,1.3985976347e+11
2019-11-07,3984.55,3991.87,4005.38,3975.55,8725489800.0,1.17751554347e+11
2019-11-08,4017.67,3973.01,4022.04,3971.57,9710694800.0,1.39026673427e+11
2019-11-11,3948.62,3902.98,3948.62,3897.55,9415562100.0,1.30330082289e+11
2019-11-12,3905.96,3903.69,3914.88,3877.74,7654306900.0,1.08828235839e+11
2019-11-13,3905.28,3899.98,3908.42,3882.43,7674907800.0,1.12057146508e+11
2019-11-14,3905.93,3905.86,3916.95,3895.14,8700844600.0,1.19791566839e+11
2019-11-15,3908.49,3877.09,3915.1,3877.09,8373091700.0,1.15423020916e+11
2019-11-18,3874.44,3907.93,3913.1,3868.32,7664599300.0,1.07085819889e+11
2019-11-19,3904.1,3947.04,3947.04,3902.38,8216102500.0,1.23227172612e+11
2019-11-20,3940.13,3907.86,3943.23,3901.99,7681533300.0,1.18003062733e+11
2019-11-21,3894.54,3889.6,3901.83,3875.97,6913053800.0,1.04147769298e+11
2019-11-22,3894.17,3849.99,3918.84,3833.5,9104263900.0,1.4698116209e+11
2019-11-25,3850.97,3878.21,3878.25,3839.42,10606628900.0,1.40851076272e+11
2019-11-26,3893.43,3891.65,3899.11,3869.59,11151353700.0,1.40213633065e+11
2019-11-27,3883.43,3875.62,3889.98,3862.7,7643730500.0,1.07238822033e+11
2019-11-28,3877.9,3862.3,3887.69,3852.01,6523011900.0,87081788912.3
2019-11-29,3857.19,3828.67,3861.66,3804.83,7414433100.0,1.16200556869e+11
2019-12-02,3835.51,3836.06,3854.75,3829.31,7741217300.0,1.09992592541e+11
2019-12-03,3829.21,3851.09,3851.12,3811.63,7361124000.0,1.08703714965e+11
2019-12-04,3841.66,3849.82,3852.99,3831.07,7968338500.0,1.09646342796e+11
2019-12-05,3863.61,3879.36,3883.4,3859.82,8905119300.0,1.29357592812e+11
2019-12-06,3885.06,3902.39,3902.39,3878.7,7864888700.0,1.16424775802e+11
2019-12-09,3909.53,3895.45,3911.97,3885.25,9535380600.0,1.30873098246e+11
2019-12-10,3886.44,3900.38,3900.96,3882.09,8626292800.0,1.21118412751e+11
2019-12-11,3907.16,3902.75,3909.39,3890.34,9976548000.0,1.27690403434e+11
2019-12-12,3908.45,3891.02,3908.45,3886.12,8470833000.0,1.17874313734e+11
2019-12-13,3928.0,3968.22,3969.46,3925.28,14857134900.0,2.01018885799e+11
2019-12-16,3970.71,3987.55,3987.59,3953.51,14848667000.0,2.02154895254e+11
2019-12-17,3987.74,4041.8,4067.14,3984.52,20116293700.0,2.51637865288e+11
2019-12-18,4039.72,4032.78,4057.64,4025.34,15135176400.0,1.97620207485e+11
2019-12-19,4034.62,4027.15,4038.54,4014.9,11790055800.0,1.52553809117e+11
2019-12-20,4032.15,4017.25,4046.73,4014.93,12126766200.0,1.58460232417e+11
2019-12-23,4014.69,3967.1,4032.17,3964.38,12281624600.0,1.62048261474e+11
2019-12-24,3971.56,3992.96,3994.51,3963.67,9598904500.0,1.22499163329e+11
2019-12-25,3988.66,3990.87,4000.56,3976.36,9493889000.0,1.31896466969e+11
2019-12-26,3993.67,4025.99,4025.99,3993.54,10886064000.0,1.40814968243e+11
2019-12-27,4029.25,4022.03,4066.8,4019.72,15092641100.0,1.95090417042e+11
2019-12-30,4015.52,4081.63,4083.69,4001.5,15597148800.0,2.16814660017e+11
2019-12-31,4077.75,4096.58,4098.14,4069.01,12326425800.0,1.7311934851e+11
2020-01-02,4121.35,4152.24,4172.66,4121.35,18211677200.0,2.70105532028e+11
2020-01-03,4161.22,4144.96,4164.3,4131.86,14282624400.0,2.15216288331e+11
2020-01-06,4120.52,4129.3,4170.64,4102.38,17530995300.0,2.50182071294e+11
2020-01-07,4137.4,4160.23,4161.25,4135.1,13948903100.0,1.96389059715e+11
2020-01-08,4139.63,4112.32,4149.81,4101.98,16758585000.0,2.12406263857e+11
2020-01-09,4145.53,4164.37,4165.66,4143.59,13688632400.0,2.00150352942e+11
2020-01-10,4177.58,4163.18,4180.98,4148.48,11303171900.0,1.77827413709e+11
2020-01-13,4166.93,4203.99,4203.99,4148.6,11969198200.0,1.99795489709e+11
2020-01-14,4215.16,4189.89,4223.51,4188.08,12932078300.0,1.96221263396e+11
2020-01-15,4186.88,4166.73,4193.87,4150.88,10463313600.0,1.63081930622e+11
2020-01-16,4174.82,4149.04,4175.29,4142.18,10026764200.0,1.56242505812e+11
2020-01-17,4162.19,4154.85,4177.03,4141.64,9872568200.0,1.66591591594e+11
2020-01-20,4170.74,4185.83,4185.96,4149.49,12240914700.0,2.02692287442e+11
2020-01-21,4165.02,4114.31,4165.02,4113.33,13052750700.0,2.04586880494e+11
2020-01-22,4093.8,4131.93,4141.18,4046.49,12675876300.0,2.08136150792e+11
2020-01-23,4093.32,4003.9,4103.52,3972.39,16035760300.0,2.50409357701e+11
2020-02-03,3639.91,3688.36,3732.16,3639.91,15755964700.0,2.43303105386e+11
2020-02-04,3652.0,3785.64,3786.86,3652.0,21393332800.0,2.98165767621e+11
2020-02-05,3801.1,3828.53,3866.01,3781.61,17492552400.0,2.64042920866e+11
2020-02-06,3841.75,3899.78,3914.92,3806.96,17646223500.0,2.62820088452e+11
2020-02-07,3879.55,3899.87,3899.88,3849.71,15173175900.0,2.37508816256e+11
2020-02-10,3872.37,3916.01,3920.17,3861.01,14840696900.0,2.29625441896e+11
2020-02-11,3926.42,3952.46,3970.52,3915.71,14344167400.0,2.19307119361e+11
2020-02-12,3945.67,3984.43,3984.43,3940.67,12671032100.0,2.0077670655e+11
2020-02-13,3985.88,3959.92,3999.55,3950.14,14500184300.0,2.28605964793e+11
2020-02-14,3954.23,3987.73,4001.56,3954.02,14323980300.0,2.22895073625e+11
2020-02-17,3999.65,4077.42,4077.45,3999.65,18277896900.0,2.73067817278e+11
2020-02-18,4069.83,4057.51,4076.39,4027.79,16323622000.0,2.42552517334e+11
2020-02-19,4049.59,4051.31,4085.17,4042.85,16904644100.0,2.5755453573e+11
2020-02-20,4062.9,4144.66,4148.53,4055.81,21223262400.0,3.10835589162e+11
2020-02-21,4134.87,4149.49,4184.44,4130.17,21721360400.0,3.26564003558e+11
2020-02-24,4131.84,4132.84,4149.01,4097.18,21286930300.0,3.26387800606e+11
2020-02-25,4066.3,4123.85,4126.71,4020.91,24416783100.0,3.7221371703e+11
2020-02-26,4070.1,4073.02,4132.78,4061.13,26109406100.0,3.66022417907e+11
2020-02-27,4084.08,4084.88,4110.53,4067.44,18129098100.0,2.82050206371e+11
2020-02-28,3988.73,3940.05,4031.15,3928.07,23027509300.0,3.30358907266e+11
2020-03-02,3968.84,4069.67,4092.54,3968.84,21931355900.0,3.17426205457e+11
2020-03-03,4125.14,4091.36,4147.65,4067.91,21936977700.0,3.30802584619e+11
2020-03-04,4078.5,4115.05,4115.26,4060.73,18242473000.0,2.81784863845e+11
2020-03-05,4150.21,4206.73,4215.85,4127.04,23182311500.0,3.62838831776e+11
2020-03-06,4158.2,4138.51,4181.31,4135.39,17247571700.0,2.53168631959e+11
2020-03-09,4063.08,3997.13,4063.08,3995.13,20810203500.0,3.05428730304e+11
2020-03-10,3975.23,4082.73,4093.0,3954.75,19741640200.0,2.96184435851e+11
2020-03-11,4090.93,4028.43,4091.27,4028.4,16165611100.0,2.44990872686e+11
2020-03-12,3976.11,3950.91,3987.43,3926.27,15706045800.0,2.33152848759e+11
2020-03-13,3771.01,3895.31,3937.18,3765.15,18829672200.0,2.80213453214e+11
2020-03-16,3899.86,3727.84,3899.86,3720.51,18596826000.0,2.82836238271e+11
2020-03-17,3739.78,3709.68,3786.89,3618.31,16624612900.0,2.50824025697e+11
2020-03-18,3729.69,3636.26,3775.85,3636.26,15503754700.0,2.44127161535e+11
2020-03-19,3623.79,3589.09,3647.99,3503.19,18080740700.0,2.71827467962e+11
2020-03-20,3629.51,3653.22,3663.95,3588.78,13960300000.0,2.11223073323e+11
2020-03-23,3542.68,3530.31,3585.8,3523.79,13710879000.0,1.9766962497e+11
2020-03-24,3598.65,3625.11,3627.76,3545.45,14310302100.0,2.08553840688e+11
2020-03-25,3711.48,3722.52,3732.65,3685.99,15349595800.0,2.31561518761e+11
2020-03-26,3692.61,3698.05,3736.25,3681.27,11231066500.0,1.69336311861e+11
2020-03-27,3746.39,3710.06,3758.78,3709.92,12406099500.0,1.86103426335e+11
2020-03-30,3657.46,3674.11,3690.64,3637.59,12687667300.0,1.80640799409e+11
2020-03-31,3708.14,3686.16,3716.07,3676.2,11145302500.0,1.61595510008e+11
2020-04-01,3682.3,3675.08,3731.78,3670.97,11935262000.0,1.70422568804e+11
2020-04-02,3656.32,3734.53,3734.53,3652.32,11516820900.0,1.68893255657e+11
2020-04-03,3721.48,3713.22,3738.83,3698.98,9982508300.0,1.50132815028e+11
2020-04-07,3779.91,3798.02,3803.63,3772.21,14277803000.0,2.07642820317e+11
2020-04-08,3776.42,3780.34,3793.0,3767.29,11138951300.0,1.6157677232e+11
2020-04-09,3798.49,3792.81,3801.72,3785.31,10048503200.0,1.54595318813e+11
2020-04-10,3794.84,3769.18,3824.74,3758.96,10244495600.0,1.62251233801e+11
2020-04-13,3751.71,3753.26,3769.88,3740.19,7905334300.0,1.19874303205e+11
2020-04-14,3777.83,3825.7,3825.76,3764.98,11063758500.0,1.70612579792e+11
2020-04-15,3820.85,3797.36,3829.8,3793.44,10846198400.0,1.69700216633e+11
2020-04-16,3777.8,3802.38,3807.36,3774.56,9594796500.0,1.47164302057e+11
2020-04-17,3831.92,3839.49,3863.45,3821.42,13200430100.0,2.03595267034e+11
2020-04-20,3845.46,3853.46,3853.8,3831.55,10001311500.0,1.51924090117e+11
2020-04-21,3838.23,3808.05,3838.23,3780.0,10292188800.0,1.55077454132e+11
2020-04-22,3789.13,3839.38,3839.38,3782.21,8589946400.0,1.3554728079e+11
2020-04-23,3851.91,3829.75,3857.47,3826.56,9550845000.0,1.42122548832e+11
2020-04-24,3826.31,3796.97,3827.21,3787.07,9484413500.0,1.38961200283e+11
2020-04-27,3808.02,3822.77,3842.87,3793.77,9546273500.0,1.45301151875e+11
2020-04-28,3835.35,3849.15,3859.68,3768.2,12209347600.0,1.8417975924e+11
2020-04-29,3837.51,3867.03,3880.74,3833.72,9585459000.0,1.51282103744e+11
2020-04-30,3880.41,3912.58,3921.7,3880.41,13291712500.0,2.02268288802e+11
2020-05-06,3867.26,3936.25,3937.69,3865.99,13985567500.0,2.14935962364e+11
2020-05-07,3937.59,3924.89,3941.48,3915.9,10551464600.0,1.6720780184e+11
2020-05-08,3943.0,3963.62,3979.66,3935.98,11694334100.0,1.90299584717e+11
2020-05-11,3974.76,3960.18,3998.1,3944.5,12267380300.0,1.937580939e+11
2020-05-12,3961.34,3960.24,3970.11,3930.21,9825055400.0,1.5746578006e+11
2020-05-13,3946.64,3968.25,3972.53,3932.57,8819066900.0,1.45563383276e+11
2020-05-14,3952.2,3925.22,3952.2,3924.05,8853000400.0,1.4349917772e+11
2020-05-15,3941.13,3912.82,3945.2,3907.4,9261838200.0,1.53301505149e+11
2020-05-18,3914.66,3922.91,3946.43,3898.4,11280176200.0,1.88528121368e+11
2020-05-19,3963.78,3956.25,3966.85,3944.07,9401529100.0,1.59886222402e+11
2020-05-20,3955.71,3935.22,3955.71,3923.92,10079115000.0,1.57102533276e+11
2020-05-21,3950.6,3913.79,3951.74,3907.58,9486103300.0,1.49154142258e+11
2020-05-22,3907.58,3824.06,3907.58,3818.15,10337836000.0,1.57286504986e+11
2020-05-25,3828.32,3829.32,3835.63,3800.18,7903332600.0,1.27011917716e+11
2020-05-26,3850.0,3872.77,3874.75,3844.48,7744807600.0,1.25445619317e+11
2020-05-27,3873.7,3845.61,3873.7,3838.42,8371183100.0,1.23737501164e+11
2020-05-28,3848.49,3856.63,3885.42,3818.43,9306405400.0,1.39108407792e+11
2020-05-29,3838.38,3867.02,3872.3,3830.42,9381383200.0,1.35658136028e+11
2020-06-01,3901.73,3971.34,3976.32,3901.73,13645665200.0,2.08436512945e+11
2020-06-02,3969.95,3983.57,3991.78,3958.98,14430306000.0,1.95563304256e+11
2020-06-03,4001.17,3983.65,4018.68,3982.93,13659748300.0,2.00882767677e+11
2020-06-04,3998.16,3982.19,3999.81,3968.57,10427773700.0,1.49057855838e+11
2020-06-05,3988.22,4001.25,4001.25,3967.93,10244394200.0,1.54311342982e+11
2020-06-08,4023.61,4021.95,4050.22,4016.1,13792581300.0,1.93047518688e+11
2020-06-09,4027.56,4047.03,4052.16,4016.34,11530447900.0,1.6653396601e+11
2020-06-10,4046.23,4039.71,4046.23,4024.42,11226572800.0,1.66778642366e+11
2020-06-11,4031.74,3995.88,4043.01,3979.75,12730894100.0,1.97079441861e+11
2020-06-12,3931.62,4003.08,4011.06,3927.25,13416664900.0,1.93504046742e+11
2020-06-15,3982.97,3954.99,4007.14,3954.99,13129786000.0,2.11125336144e+11
2020-06-16,3995.58,4014.57,4014.57,3987.86,11105153900.0,1.85104029159e+11
2020-06-17,4018.61,4017.59,4018.61,3992.13,10560579900.0,1.76977503611e+11
2020-06-18,4009.78,4044.38,4047.56,4000.9,13814876100.0,2.10192918146e+11
2020-06-19,4047.05,4098.71,4109.36,4043.49,15294699000.0,2.555497973e+11
2020-06-22,4097.51,4102.05,4126.94,4088.78,15582946500.0,2.59200520726e+11
2020-06-23,4098.04,4121.79,4124.73,4080.75,12922951000.0,2.34806510834e+11
2020-06-24,4128.1,4138.99,4144.68,4123.36,12171246500.0,2.24551430008e+11
2020-06-29,4127.93,4109.72,4137.37,4092.54,13086585400.0,2.26522059763e+11
2020-06-30,4130.0,4163.96,4174.42,4129.78,12593352100.0,2.27935704489e+11
2020-07-01,4172.64,4247.78,4247.78,4163.5,16999045600.0,3.05711799762e+11
2020-07-02,4239.41,4335.84,4340.1,4238.12,25293936800.0,3.99571526695e+11
2020-07-03,4353.19,4419.6,4419.6,4348.45,29048553900.0,4.42335024266e+11
2020-07-06,4465.81,4670.09,4678.11,4465.81,40582102500.0,5.97438217716e+11
2020-07-07,4739.61,4698.13,4796.32,4688.06,40600855300.0,6.35254742706e+11
2020-07-08,4692.86,4774.0,4803.36,4670.65,34807484700.0,5.32849825964e+11
2020-07-09,4770.08,4840.77,4854.12,4757.29,35104689300.0,5.56718732099e+11
2020-07-10,4796.09,4753.13,4821.37,4734.47,31694965100.0,5.10472055096e+11
2020-07-13,4742.37,4852.96,4878.08,4741.87,32164544600.0,5.41105098721e+11
2020-07-14,4836.17,4806.69,4860.44,4729.93,29724198500.0,5.11211048185e+11
2020-07-15,4821.52,4744.47,4837.48,4723.36,27238900600.0,4.8674834768e+11
2020-07-16,4741.53,4516.25,4772.56,4513.65,28465713300.0,5.11237962884e+11
2020-07-17,4524.77,4544.7,4601.37,4485.82,20737556300.0,3.72973887046e+11
2020-07-20,4597.2,4680.3,4681.94,4534.23,24606891400.0,4.16714222276e+11
2020-07-21,4697.5,4691.04,4714.29,4661.44,20041565900.0,3.56069805763e+11
2020-07-22,4682.66,4714.45,4790.45,4675.35,22419921100.0,3.86470859914e+11
2020-07-23,4668.74,4712.44,4731.4,4607.66,23431456900.0,4.05175268661e+11
2020-07-24,4679.03,4505.59,4691.7,4479.39,24390520300.0,4.3772671228e+11
2020-07-27,4535.01,4528.45,4558.12,4482.44,17142055100.0,3.01893370163e+11
2020-07-28,4567.67,4568.26,4590.25,4537.68,16276849800.0,2.92835785345e+11
2020-07-29,4559.16,4679.01,4680.56,4548.85,18669530500.0,3.5043264916e+11
2020-07-30,4689.76,4656.15,4704.63,4649.77,16696756600.0,3.24009242692e+11
2020-07-31,4652.18,4695.05,4741.81,4621.96,18483902600.0,3.51119312415e+11
2020-08-03,4735.9,4771.31,4771.37,4720.02,21477623900.0,4.01914824928e+11
2020-08-04,4778.49,4775.8,4807.08,4747.77,23997498500.0,4.26411345936e+11
2020-08-05,4761.76,4777.11,4786.7,4711.27,19670054800.0,3.47407839399e+11
2020-08-06,4779.24,4762.76,4791.86,4691.16,22785440600.0,4.04323404007e+11
2020-08-07,4742.29,4707.93,4749.02,4637.84,21351821600.0,3.97041212825e+11
2020-08-10,4681.76,4724.87,4757.66,4646.29,20378883200.0,3.71297560018e+11
2020-08-11,4730.37,4681.78,4791.53,4674.86,20554651100.0,3.50828586241e+11
2020-08-12,4668.89,4647.64,4681.62,4566.27,20288723900.0,3.47298673202e+11
2020-08-13,4666.49,4635.71,4671.77,4626.1,15255009200.0,2.50945872579e+11
2020-08-14,4627.61,4704.63,4708.07,4617.63,14729292100.0,2.54343934256e+11
2020-08-17,4727.12,4815.23,4838.09,4721.36,26800155600.0,4.16469154934e+11
2020-08-18,4816.57,4812.76,4825.39,4788.83,18913985400.0,3.14395904536e+11
